MerchantId,Deci
081A4A59-861B-45A6-9558-104E7C898E01,40
E26A939D-3F13-4046-BD4C-91556F6C966E,40
49607590-DA90-4B38-99AF-D6E7FDCDBB95,40
1ED1D4B8-01F0-4246-880E-BCDCDB6BF5A4,40
F1D317B3-238A-4AA3-8085-58710489CD15,40
AF6C78C2-649F-49D4-9F51-6D7A9202A549,40
C1B073BE-614A-4F72-908E-336E357EC520,40
81FF6EC5-0C0C-4007-AD92-4E6597CD9F79,40
82923B60-73EF-451F-B703-2E888B176A7C,40
67CCD434-AF6D-408D-B938-7433F0FE2FFB,40
0EB9EC28-0A80-45B2-9C7A-DD18F2762530,40
1C634974-571F-4FF1-B735-D6FA11753064,40
E6B10F08-65EE-4ED2-AB2F-1354BFF4F258,40
1B5386AA-B45F-45E4-A433-E8149E5CF09C,40
3B43CCF4-72D6-44BA-9064-B4504CAEC468,40
FE9A95AD-486C-4793-9E96-74AEC68000A5,40
2800E2CE-76C3-4CF1-919D-E237E4C121AE,40
28B46026-381A-4C99-A406-6A851E54F506,40
176C8204-0C4A-43D5-943E-4A0B2FF5E28B,40
CC6957C2-C6DF-4710-A79B-E356B58C41BA,40
A2261266-2E7A-433A-9AC8-9AF04E04FF1E,40
FBFA73F3-C4CB-4A78-953B-E80AF4755B30,40
6CA0D712-CE79-4BF8-9295-1402169706E7,40
345937CF-3EED-4356-9EFB-D9F2D522F5E5,40
5E980EEC-B173-440D-91C5-556CBFA6CD17,40
1044D22C-6CB3-47A7-94D2-3936502F6FFB,40
93A9F1E5-45CB-400A-B730-A0311AB804F8,40
326B31DF-8A41-48F4-A849-FB2B64B5D689,40
4FEEE4E2-507B-421F-A996-94A8EC07754A,40
8709B813-A543-4A88-A8D6-73B70388618C,40
88E0C8C3-C430-4357-8DB1-28EEEFA3D641,40
E83CB7D4-8909-4417-A4ED-97083E12BF09,40
8C01ECC1-8405-4353-BAA3-C3E562C5EFEE,40
4CDDA1FA-3806-4FE7-8005-7E9EA1BD1A88,40
A2F068DA-FEAE-49CE-B5F5-274F285176C5,40
EDC4B98F-D745-4427-8FDF-CD36B935128E,40
5B654DE7-23C8-489F-AE86-937F5B091840,40
CD59E67E-6B07-4317-96BE-C5D8526F465D,40
142F25FD-AA6C-4FE3-BF1E-C2733BDDADAF,40
B9AFC2C8-F9C3-4B52-AF4A-96663B6BA069,40
7DD2D49A-18A1-460A-8AD1-84C93193861D,40
2749D873-A1C7-40FB-A259-FC5C3A6C7BD8,40
68072D69-192A-4F2A-9ED1-17BDA4FBDFF9,40
38778C67-B9E4-49BB-9B57-68670073EC9C,40
F1948404-7118-4643-A23E-FED132743061,40
EF467258-AB32-4368-992E-06589096BC70,40
7278B17C-CB46-49E4-9C64-D5D0D171B473,40
0AAA47D6-1E75-4283-B7BB-5297E77E7D79,40
2AA541BD-5A38-4DEA-B69B-7F940270EA8E,40
FBA7C7DB-3E70-4847-9960-D48B8C137906,40
0B1F8856-29C7-49FC-8BE6-3D5246D42CC1,40
20AC95E1-59F4-42FC-8E4E-AEA8B00091D7,40
3C214128-D1EA-4DDA-B742-1EB99B5A895D,40
997C9897-E579-40BE-80D0-FA7C12861F95,40
A11BD83B-2D27-452C-B6D5-5B1543B4CF45,40
A47FB324-9D24-4AF3-A5BF-120721785257,40
2417E6BD-3DE6-4AFA-8A6C-064A7FB0FB59,40
28457BCD-412F-4F1C-B560-477E5F2A931D,40
8079A03E-B361-43F5-828D-DBD07C5B6CE2,40
CC0E53DF-1EF0-407B-B97C-5CB3679DFCC7,40
91937534-F2B7-4B5F-B083-A6A312C300BB,40
